PLZ,Ort
27337,Blender
17392,Blesewitz
21640,Bliedersdorf
99718,Bliederstedt
16269,Bliesdorf
14542,Bliesendorf
66440,Blieskastel
23847,Bliestorf
19306,Blievenstorf
85655,Blindham
89434,Blindheim
26487,Blomberg
32825,Blomberg
25348,Blomesche Wildnis
23974,Blowatz
78176,Blumberg
17337,Blumenhagen
24241,Blumenthal
23813,Blunk
16230,Blütenberg
06766,Bobbau
67273,Bobenheim am Berg
67240,Bobenheim-Roxheim
08606,Bobenneukirchen
76891,Bobenthal
82389,Böbing
86399,Bobingen
73560,Böbingen
71005,Böblingen
71032,Böblingen
71034,Böblingen
03222,Boblitz
94255,Böbrach
09627,Bobritzsch
76833,Böchingen
46374,Bocholt
46395,Bocholt
46397,Bocholt
46399,Bocholt
14550,Bochow
44787,Bochum
44789,Bochum
44791,Bochum
44793,Bochum
44795,Bochum
44797,Bochum
44799,Bochum
44801,Bochum
44803,Bochum
44805,Bochum
44807,Bochum
44809,Bochum
44866,Bochum
44867,Bochum
44869,Bochum
44879,Bochum
44892,Bochum
44894,Bochum
07589,Bocka
08324,Bockau
04703,Bockelwitz
31167,Bockenem
67278,Bockenheim
26345,Bockhorn
85461,Bockhorn
26897,Bockhorst
98673,Bockstadt
04680,Bockwitz
39359,Böddensell
19243,Boddin
72411,Bodelshausen
07381,Bodelwitz
56412,Boden
01683,Bodenbach
53539,Bodenbach
37194,Bodenfelde
55294,Bodenheim
84155,Bodenkirchen
94249,Bodenmais
37619,Bodenwerder
92439,Bodenwöhr
66500,Bödingerhof
78351,Bodman-Ludwigshafen
88285,Bodnegg
24401,Böel
24405,Böelnorderfeld
26831,Boen
37691,Boffzen
94327,Bogen
87736,Böhen
01594,Böhlen
04564,Böhlen
67459,Böhl-Iggelheim
89558,Böhmenkirch
85113,Böhmfeld
49163,Bohmte
24220,Böhnhusen
21368,Boitze
24802,Bokel
25364,Bokel
24797,Bokelhoop
25596,Bokelrehm
23717,Bökensberg
38556,Bokensdorf
24860,Böklund
67295,Bolanden
67292,Bolanderhof
16248,Bölkendorf
73087,Boll
55624,Bollenbach
54669,Bollendorf
15936,Bollensdorf
17207,Bollewick
24855,Bollingstedt
79283,Bollschweil
24640,Bollweg
57648,Bölsberg
19406,Bolz
29699,Bomlitz
71149,Bondorf
24620,Bönebüttel
56579,Bonefeld
59199,Bönen
54316,Bonerath
29413,Bonese
53111,Bonn
53113,Bonn
53115,Bonn
53117,Bonn
53119,Bonn
53121,Bonn
53123,Bonn
53125,Bonn
53127,Bonn
53129,Bonn
53173,Bonn
53175,Bonn
53177,Bonn
53179,Bonn
53225,Bonn
53227,Bonn
53229,Bonn
79848,Bonndorf
74357,Bönnigheim
25474,Bönningstedt
86486,Bonstetten
87737,Boos
24598,Boostedt
73441,Bopfingen
56154,Boppard
33178,Borchen
25852,Bordelum
24582,Bordesholm
54422,Börfink
34434,Borgentreich
26904,Börger
33829,Borgholzhausen
16556,Borgsdorf
24794,Borgstedt
24857,Borgwedel
34582,Borken
46325,Borken
26757,Borkum
18375,Born
39345,Born
04552,Borna
39435,Borne
14828,Börnecke
01825,Börnersdorf-Breitenau
53332,Bornheim
55237,Bornheim
76879,Bornheim
25725,Bornholt
24619,Bornhöved
56348,Bornich
09437,Börnichen
21039,Börnsen
56346,Bornsmühle
67725,Börrstadt
66904,Börsborn
04451,Borsdorf
25376,Borsfleth
27246,Borstel
25494,Borstel-Hohenraden
09579,Borstendorf
73104,Börtlingen
23715,Bosau
24354,Bösby
24306,Plön
26219,Bösel
66887,Bosenbach
78662,Bösingen
06895,Boßdorf
27386,Bothel
24250,Bothkamp
66504,Bottenbach
06571,Bottendorf
78583,Böttingen
39164,Bottmersdorf
46236,Bottrop
46238,Bottrop
46240,Bottrop
46242,Bottrop
46244,Bottrop
79268,Bötzingen
66359,Bous
24796,Bovenau
37120,Bovenden
97957,Bowiesen
02943,Boxberg
97944,Boxberg
24994,Böxlund
22145,Braak
57555,Brachbach
06188,Brachstedt
56761,Brachtendorf
63636,Brachttal
21438,Brackel
37127,Brackenberg
74336,Brackenheim
25923,Braderup
03096,Brahmow
26919,Brake
33034,Brakel
06862,Brambach
49565,Bramsche
27628,Bramstedt
25926,Bramstedtlund
95682,Brand
14770,Brandenburg
14772,Brandenburg
14774,Brandenburg
14776,Brandenburg
09618,Brand-Erbisdorf
89335,Brandfeld
06785,Brandhorst
04821,Brandis
18519,Brandshagen
83098,Brannenburg
56338,Braubach
54472,Brauneberg
35619,Braunfels
07580,Braunichswalde
38700,Braunlage
73569,Bräunlesrain
78199,Bräunlingen
74542,Braunsbach
06242,Braunsbedra
38100,Braunschweig
38102,Braunschweig
38104,Braunschweig
38106,Braunschweig
38108,Braunschweig
38110,Braunschweig
38112,Braunschweig
38114,Braunschweig
38116,Braunschweig
38118,Braunschweig
38120,Braunschweig
38122,Braunschweig
38124,Braunschweig
38126,Braunschweig
01737,Braunsdorf
09212,Bräunsdorf
09603,Bräunsdorf
06577,Braunsroda
06648,Braunsroda
24888,Brebelmoor
65611,Brechen
58339,Breckerfeld
27412,Breddorf
27726,Breddorfermoor
17153,Bredenfelde
06796,Brehna
35236,Breidenbach
79206,Breisach
83254,Breitbrunn
96151,Breitbrunn
67661,Breitenau
36287,Breitenbach
66916,Breitenbach
25597,Breitenberg
94139,Breitenberg
08359,Breitenbrunn
87739,Breitenbrunn
92363,Breitenbrunn
21734,Breitendeich
96149,Breitengüßbach
39240,Breitenhagen
07806,Breitenhain
55592,Breitenheim
06547,Breitenstein
67466,Breitenstein
86488,Breitenthal
89183,Breitingen
79874,Breitnau
35767,Breitscheid
98597,Breitungen
28079,Bremen
28195,Bremen
28197,Bremen
28199,Bremen
28201,Bremen
28203,Bremen
28205,Bremen
28207,Bremen
28209,Bremen
28211,Bremen
28213,Bremen
28215,Bremen
28217,Bremen
28219,Bremen
28237,Bremen
28239,Bremen
28259,Bremen
28277,Bremen
28279,Bremen
28307,Bremen
28309,Bremen
28325,Bremen
28327,Bremen
28329,Bremen
28355,Bremen
28357,Bremen
28359,Bremen
28717,Bremen
28719,Bremen
28755,Bremen
28757,Bremen
28759,Bremen
28777,Bremen
28779,Bremen
27568,Bremerhaven
27570,Bremerhaven
27572,Bremerhaven
27574,Bremerhaven
27576,Bremerhaven
27578,Bremerhaven
27580,Bremerhaven
37620,Bremke
67822,Bremricherhof
56588,Bremscheid
15890,Bremsdorf
56651,Brenk
93179,Brennberg
64395,Brensbach
23883,Bresahn
01900,Bretnig-Hauswalde
75015,Bretten
56479,Bretthausen
55559,Bretzenheim
74626,Bretzfeld
64747,Breuberg
34479,Breuna
37647,Brevörde
56321,Brey
25712,Brickeln
56867,Briedel
56850,Briedeler Heck
56829,Brieden
56820,Briedern
15757,Briesen
01968,Senftenberg
15295,Brieskow-Finkenheerd
21382,Brietlingen
78086,Brigachtal
59929,Brilon
24816,Brinjahe
26835,Brinkum
08491,Brockau
06724,Bröckau
29356,Bröckel
04509,Brodau
24398,Brodersby
24864,Brodersby
24235,Brodersdorf
18184,Broderstorf
56656,Brohl-Lützing
17099,Brohm
25576,Brokdorf
69434,Brombach
64753,Brombachtal
38465,Brome
59969,Bromskirchen
87757,Bronnerlehe
19386,Broock
21514,Bröthen
98599,Brotterode
53572,Bruchhausen
27305,Bruchhausen-Vilsen
63486,Bruchköbel
66892,Bruchmühlbach-Miesau
15370,Bruchmühle
76646,Bruchsal
76872,Bruchsiedlung
92436,Bruck
84079,Bruckberg
91590,Bruckberg
82380,Bruckerhof
83052,Bruckmühl
17159,Brudersdorf
31033,Brüggen
41379,Brüggen
50321,Brühl
68782,Brühl
89611,Brühlhof
84405,Brunn
93164,Brunn
86564,Brunnen
63925,Brunnthal
85649,Brunnthal
25541,Brunsbüttel
38154,Brunsleberfeld
21524,Brunstorf
17509,Brünzow
15749,Brusendorf
19071,Brüsewitz
55270,Bubenheim
91088,Bubenreuth
89347,Bubesheim
78585,Bubsheim
74532,Buch
84172,Buch
85656,Buch
89290,Buch
91592,Buch a. Wald
07389,Bucha
07751,Bucha
98743,Buchbach
83371,Buchberg
86675,Buchdorf
56823,Büchel
99638,Büchel
56340,Büchelborn
98693,Bücheloh
74722,Buchen
79256,Buchenbach
91186,Büchenbach
87474,Buchenberg
55491,Büchenbeuren
88637,Buchheim
73577,Buchhof
74249,Buchhof Gem Hardthausen
94533,Buchhofen
14823,Buchholz
21244,Buchholz
23911,Buchholz
29690,Buchholz
31710,Buchholz
99762,Buchholz
54531,Buchholz Gem Eckfeld
21481,Buchhorst
94124,Büchlberg
86807,Buchloe
74579,Buchmühle
14793,Buckau
31675,Bückeburg
27333,Bücken
16945,Buckow
17440,Buddenhagen
38372,Büddenstedt
24782,Büdelsdorf
39291,Büden
55257,Budenheim
54610,Büdesheim
63654,Büdingen
79426,Buggingen
77815,Bühl
77830,Bühlertal
74424,Bühlertann
74426,Bühlerzell
49685,Bühren
06869,Buko
21782,Bülkau
18276,Bülow
32257,Bünde
55626,Bundenbach
97494,Bundorf
57299,Burbach
79683,Bürchau
56593,Bürdenbach
33142,Büren
02979,Burg
39288,Burg
56843,Burg
72379,Burg Hohenzollern
17094,Burg Stargard
89331,Burgau
87545,Burgberg
91593,Burgbernheim
56659,Burgbrohl
31303,Burgdorf
38272,Burgdorf
96138,Burgebrach
86977,Burggen
96152,Burghaslach
36151,Burghaun
84489,Burghausen
86666,Burgheim
06804,Burgkemnitz
84508,Burgkirchen
96224,Burgkunstadt
97724,Burglauer
93133,Burglengenfeld
06184,Burgliebenau
91595,Burgoberbach
97496,Burgpreppach
88483,Burgrieden
06636,Burgscheidungen
97775,Burgsinn
09217,Burgstädt
63927,Bürgstadt
08538,Burgstein
71576,Burgstetten
90559,Burgthann
35099,Burgwald
30938,Burgwedel
96154,Burgwindheim
15537,Burig
91596,Burk
97705,Burkardroth
01906,Burkau
07570,Burkersdorf
07819,Burkersdorf
09235,Burkhardtsdorf
72393,Burladingen
76835,Burrweiler
51399,Burscheid
68642,Bürstadt
89349,Burtenbach
54424,Burtscheid
21709,Burweg
06926,Buschkuhnsdorf
24866,Busdorf
35418,Buseck
78266,Büsingen
25761,Büsum
26969,Butjadingen
64572,Büttelborn
96155,Buttenheim
86647,Buttenwiesen
97244,Bütthard
99628,Buttstädt
37359,Büttstedt
35510,Butzbach
85114,Buxheim
87740,Buxheim
21614,Buxtehude
21781,Cadenberge
90556,Cadolzburg
38547,Calberlah
34379,Calden
67829,Callbach
53424,Calmuth
75365,Calw
19067,Cambs
07774,Camburg
18195,Cammin
35043,Capelle
27632,Cappel
49692,Cappeln
14548,Caputh
67316,Carlsberg
08325,Carlsfeld
15326,Carzig
44575,Castrop-Rauxel
44577,Castrop-Rauxel
44579,Castrop-Rauxel
44581,Castrop-Rauxel
99887,Catterfeld
04758,Cavertitz
29221,Celle
29223,Celle
29225,Celle
29227,Celle
29229,Celle
93413,Cham
93466,Chamerau
09111,Chemnitz
09112,Chemnitz
09113,Chemnitz
09114,Chemnitz
09116,Chemnitz
09117,Chemnitz
09119,Chemnitz
09120,Chemnitz
09122,Chemnitz
09123,Chemnitz
09125,Chemnitz
09126,Chemnitz
09127,Chemnitz
09128,Chemnitz
09130,Chemnitz
09131,Chemnitz
83339,Chieming
83256,Chiemsee
06386,Chörau
98547,Christes
24799,Christiansholm
25693,Christianslust
15806,Christinendorf
25593,Christinenthal
09322,Chursdorf
66978,Clausen
09236,Claußnitz
38678,Clausthal-Zellerfeld
74389,Cleebronn
29459,Clenze
49661,Cloppenburg
96450,Coburg
56812,Cochem
48653,Coesfeld
35091,Cölbe
97903,Collenberg
91598,Colmberg
01612,Colmnitz
01738,Colmnitz
66497,Contwig
31863,Coppenbrügge
31091,Coppengrave
36219,Cornberg
01462,Cossebaude
07985,Cossengrün
01640,Coswig
03042,Cottbus
03044,Cottbus
03046,Cottbus
03048,Cottbus
03050,Cottbus
03051,Cottbus
03052,Cottbus
03053,Cottbus
03054,Cottbus
03055,Cottbus
74564,Crailsheim
99330,Crawinkel
97993,Creglingen
38162,Cremlingen
95473,Creußen
99831,Creuzburg
07557,Crimla
08451,Crimmitschau
08147,Crinitzberg
07924,Crispendorf
67744,Cronenberg
07613,Crossen
02681,Crostau
09474,Crottendorf
02733,Cunewalde
98744,Cursdorf
27472,Cuxhaven
27474,Cuxhaven
27476,Cuxhaven
27478,Cuxhaven
57567,Daaden
85221,Dachau
91462,Dachsbach
79875,Dachsberg
84371,Dachsbergau
54649,Dackscheid
25578,Dägeling
53949,Dahlem
04774,Dahlen
38170,Dahlum
23747,Dahme
66994,Dahn
88718,Daisendorf
86653,Daiting
24635,Daldorf
55278,Dalheim
14624,Dallgow
24361,Damendorf
17121,Damerow
39539,Damerow
18196,Damm
63874,Dammbach
49401,Damme
15299,Dammendorf
94526,Dammersbach
25776,Dammsfeld
56472,Dammühle
29472,Damnatz
24351,Damp
55432,Damscheid
14797,Damsdorf
23824,Damsdorf
24229,Dänischenhagen
24329,Dannau
38461,Danndorf
39649,Dannefeld
29451,Dannenberg
67814,Dannenfels
24867,Dannewerk
39245,Dannigkow
67125,Dannstadt-Schauernheim
64283,Darmstadt
64285,Darmstadt
64287,Darmstadt
64289,Darmstadt
64291,Darmstadt
64293,Darmstadt
64295,Darmstadt
64297,Darmstadt
76848,Darstein
86453,Dasing
37586,Dassel
45711,Datteln
56589,Datzeroth
78083,Dauchingen
54550,Daun
72356,Dautmergen
35232,Dautphetal
55442,Daxweiler
93152,Deckelstein
75392,Deckenpfronn
29386,Dedelstorf
53426,Dedenbach
39599,Deetz
94469,Deggendorf
88693,Deggenhausertal
73326,Deggingen
06686,Dehlitz
67146,Deidesheim
78586,Deilingen
92364,Deining
86738,Deiningen
86489,Deisenhausen
78652,Deißlingen
73779,Deizisau
33129,Delbrück
66503,Dellfeld
31073,Delligsen
57537,Dellingen
25786,Dellstedt
27749,Delmenhorst
27751,Delmenhorst
27753,Delmenhorst
27755,Delmenhorst
25788,Delve
17109,Demmin
73770,Denkendorf
85095,Denkendorf
78588,Denkingen
86920,Denklingen
38321,Denkte
08393,Dennheritz
91599,Dentlein
79211,Denzlingen
39317,Derben
38895,Derenburg
36466,Dermbach
53507,Dernau
56307,Dernbach
56428,Dernbach
57520,Derschen
26906,Dersum
31035,Despetal
06842,Dessau
06844,Dessau
06846,Dessau
06847,Dessau
06849,Dessau
26847,Detern
32756,Detmold
32758,Detmold
32760,Detmold
97337,Dettelbach
72135,Dettenhausen
76706,Dettenheim
79802,Dettighofen
72581,Dettingen
73265,Dettingen
88451,Dettingen
38173,Dettum
06682,Deuben
93180,Deuerling
54411,Deuselbach
86989,Deutenried
21407,Deutsch Evern
09548,Deutschneudorf
04574,Deutzen
18513,Deyelsdorf
14728,Dickte
38530,Didderse
91583,Diebach
64807,Dieburg
57548,Diedenberg
86420,Diedorf
99988,Diedorf
31199,Diekholzen
25709,Diekhusen-Fahrstedt
69234,Dielheim
67811,Dielkirchen
37633,Dielmissen
34519,Diemelsee
34474,Diemelstadt
17252,Diemitz
55276,Dienheim
31603,Diepenau
49356,Diepholz
01665,Diera
56269,Dierdorf
18347,Dierhagen
54523,Dierscheid
91456,Diespeck
86911,Dießen
19399,Diestelow
89165,Dietenheim
90599,Dietenhofen
84378,Dietersburg
91463,Dietersheim
92542,Dieterskirchen
92345,Dietfurt
78661,Dietingen
36460,Dietlas
87463,Dietmannsried
83623,Dietramszell
63128,Dietzenbach
98530,Dietzhausen
35716,Dietzhölztal
65582,Diez
55487,Dill
35683,Dillenburg
35684,Dillenburg
35685,Dillenburg
35686,Dillenburg
35687,Dillenburg
35688,Dillenburg
35689,Dillenburg
35690,Dillenburg
55481,Dillendorf
66763,Dillingen
89407,Dillingen
37351,Dingelstädt
84130,Dingolfing
97497,Dingolshausen
24891,Dingwatt
91550,Dinkelsbühl
86424,Dinkelscherben
49413,Dinklage
46535,Dinslaken
46537,Dinslaken
46539,Dinslaken
36160,Dipperz
01744,Dippoldiswalde
67246,Dirmstein
89264,Dirrfelden
89561,Dischingen
49201,Dissen
06484,Ditfurt
97456,Dittelbrunn
02788,Dittelsdorf
67596,Dittelsheim-Heßloch
91723,Dittenheim
71254,Ditzingen
06928,Dixförda
75335,Dobel
09306,Doberenz
14727,Döberitz
03159,Döbern
02692,Doberschau
24232,Dobersdorf
06727,Döbris
99441,Döbritschen
79804,Dogern
95182,Döhlau
01796,Dohma
54576,Dohm-Lammersdorf
01809,Dohna
21255,Tostedt
49770,Dohren
21739,Dollern
24989,Dollerup
04928,Döllingen
91795,Dollnstein
91601,Dombühl
04880,Dommitzsch
06420,Domnitz
03116,Domsdorf
78166,Donaueschingen
93093,Donaustauf
86609,Donauwörth
97499,Donnersdorf
73072,Donzdorf
32694,Dörentrup
23972,Dorf Mecklenburg
09619,Dorfchemnitz
96487,Dörfles-Esbach
97904,Dorfprozelten
41539,Dormagen
41540,Dormagen
41541,Dormagen
41542,Dormagen
72358,Dormettingen
91077,Dormitz
07778,Dornburg
65599,Dornburg
67585,Dorn-Dürkheim
72175,Dornhan
04808,Dornreichenbach
89160,Dornstadt
72280,Dornstetten
26553,Dornum
26892,Dörpen
25794,Dörpling
24869,Dörpstedt
55444,Dörrebach
55452,Dorsheim
46282,Dorsten
46284,Dorsten
46286,Dorsten
56281,Dörth
44401,Dortmund
44135,Dortmund
44137,Dortmund
44139,Dortmund
44141,Dortmund
44143,Dortmund
44145,Dortmund
44147,Dortmund
44149,Dortmund
44225,Dortmund
44227,Dortmund
44229,Dortmund
44263,Dortmund
44265,Dortmund
44267,Dortmund
44269,Dortmund
44287,Dortmund
44289,Dortmund
44309,Dortmund
44319,Dortmund
44328,Dortmund
44329,Dortmund
44339,Dortmund
44357,Dortmund
44359,Dortmund
44369,Dortmund
44379,Dortmund
44388,Dortmund
27313,Dörverden
74677,Dörzbach
07429,Döschnitz
69221,Dossenheim
27801,Dötlingen
72359,Dotternhausen
56305,Döttesfeld
03185,Drachhausen
94256,Drachselsried
39365,Drackenstedt
73345,Drackenstein
25582,Drage
25878,Drage
15938,Drahnsdorf
31623,Drakenburg
04938,Drasdo
09430,Drebach
49457,Drebber
18465,Drechow
38875,Drei Annen Hohne
63303,Dreieich
84164,Dreifaltigkeitsberg Gem Weng
67816,Dreisen
19376,Drenkow
48317,Drensteinfurt
01053,Dresden
01067,Dresden
01069,Dresden
01097,Dresden
01099,Dresden
01108,Dresden
01109,Dresden
01127,Dresden
01129,Dresden
01139,Dresden
01156,Dresden
01157,Dresden
01159,Dresden
01169,Dresden
01187,Dresden
01189,Dresden
01217,Dresden
01219,Dresden
01237,Dresden
01239,Dresden
01257,Dresden
01259,Dresden
01277,Dresden
01279,Dresden
01307,Dresden
01309,Dresden
01324,Dresden
01326,Dresden
01328,Dresden
03197,Drewitz
35759,Driedorf
06456,Drohndorf
57489,Drolshagen
06722,Droyßig
03149,Dubrau
54647,Dudeldorf
67731,Dudenbacherhof
67373,Dudenhofen
37115,Duderstadt
93182,Duggendorf
31089,Duingen
47051,Duisburg
47053,Duisburg
47055,Duisburg
47057,Duisburg
47058,Duisburg
47059,Duisburg
47119,Duisburg
47137,Duisburg
47138,Duisburg
47139,Duisburg
47166,Duisburg
47167,Duisburg
47169,Duisburg
47178,Duisburg
47179,Duisburg
47198,Duisburg
47199,Duisburg
47226,Duisburg
47228,Duisburg
47229,Duisburg
47239,Duisburg
47249,Duisburg
47259,Duisburg
47269,Duisburg
47279,Duisburg
48249,Dülmen
19073,Dümmer
78655,Dunningen
87471,Durach
77770,Durbach
78589,Dürbheim
78591,Durchhausen
52349,Düren
52351,Düren
52353,Düren
52355,Düren
73568,Durlangen
88525,Dürmentingen
76448,Durmersheim
73105,Dürnau
93437,Dürnberg
08396,Dürrenuhlsdorf
02708,Dürrhennersdorf
89350,Dürrlauingen
01833,Dürrröhrsdorf-Dittersbach
91602,Dürrwangen
66989,Dusenbrücken
40210,Düsseldorf
40211,Düsseldorf
40212,Düsseldorf
40213,Düsseldorf
40215,Düsseldorf
40217,Düsseldorf
40219,Düsseldorf
40221,Düsseldorf
40223,Düsseldorf
40225,Düsseldorf
40227,Düsseldorf
40229,Düsseldorf
40231,Düsseldorf
40233,Düsseldorf
40235,Düsseldorf
40237,Düsseldorf
40239,Düsseldorf
40468,Düsseldorf
40470,Düsseldorf
40472,Düsseldorf
40474,Düsseldorf
40476,Düsseldorf
40477,Düsseldorf
40479,Düsseldorf
40489,Düsseldorf
40545,Düsseldorf
40547,Düsseldorf
40549,Düsseldorf
40589,Düsseldorf
40591,Düsseldorf
40593,Düsseldorf
40595,Düsseldorf
40597,Düsseldorf
40599,Düsseldorf
40625,Düsseldorf
40627,Düsseldorf
40629,Düsseldorf
72144,Dußlingen
23898,Duvensee
49696,Dwergte
97500,Ebelsbach
82067,Ebenhausen
97896,Ebenheiderhof
96250,Ebensfeld
88370,Ebenweiler
69412,Eberbach
71735,Eberdingen
82390,Eberfing
37136,Ebergötzen
88436,Eberhardzell
92263,Ebermannsdorf
91320,Ebermannstadt
96106,Ebern
02730,Ebersbach
73061,Ebersbach
88371,Ebersbach-Musbach
85560,Ebersberg
08144,Ebersbrunn
36157,Ebersburg
07368,Ebersdorf
96237,Ebersdorf
86491,Ebershausen
74246,Eberstadt
16225,Eberswalde
16227,Eberswalde
67280,Ebertsheim
72224,Ebhausen
83367,Ebing
95683,Ebnath
73667,Ebnisee
96157,Ebrach
79285,Ebringen
35085,Ebsdorfergrund
29574,Ebstorf
21379,Echem
82279,Eching
84174,Eching
85386,Eching
61209,Echzell
55599,Eckelsheim
90542,Eckental
95488,Eckersdorf
94374,Eckhütt
92265,Edelsfeld
31234,Edemissen
67480,Edenkoben
86739,Ederheim
34295,Edermünde
34549,Edertal
67483,Edesheim
26188,Edewecht
68535,Edingen-Neckarhausen
83533,Edling
91090,Effeltrich
79588,Efringen-Kirchen
63329,Egelsbach
72227,Egenhausen
82281,Egenhofen
83379,Egerdach
78592,Egesheim
21272,Egestorf
24852,Eggebek
84307,Eggenfelden
76344,Eggenstein-Leopoldshafen
87653,Eggenthal
83119,Eggerdach
15374,Eggersdorf Siedlung
17367,Eggesin
79805,Eggingen
84385,Egglham
84546,Egglkofen
91330,Eggolsheim
83125,Eggstätt
25721,Eggstedt
94535,Eging
82436,Eglfing
82544,Egling
86492,Egling
91349,Egloffstein
85658,Egmating
75059,Egonmühle
15755,Egsdorf
99102,Egstedt a Steiger
85116,Egweil
86676,Ehekirchen
86678,Ehingen
86741,Ehingen
89584,Ehingen
91725,Ehingen
56581,Ehlscheid
24647,Ehndorf
71139,Ehningen
38468,Ehra-Lessien
36115,Ehrenberg
27248,Ehrenburg
09427,Ehrenfriedersdorf
79238,Ehrenkirchen
85304,Ehrensberg
35630,Ehringshausen
02739,Eibau
97246,Eibelstadt
73642,Eibenhof
08233,Eich
67575,Eich
82223,Eichenau
67680,Eichenbachermühle
39167,Eichenbarleben
63928,Eichenbühl
94428,Eichendorf
36124,Eichenzell
85072,Eichstätt
79356,Eichstetten
15732,Eichwalde
29358,Eicklingen
78253,Eigeltingen
31036,Eime
79591,Eimeldingen
37632,Eimen
29578,Eimke
37574,Einbeck
21444,Einemhof
64683,Einhausen
56751,Einig
85254,Einsbach
83549,Eiselfing
99817,Eisenach
79871,Eisenbach
07607,Eisenberg
67304,Eisenberg
87637,Eisenberg
97247,Eisenheim
67705,Eisenschmelz
75239,Eisingen
97249,Eisingen
73054,Eislingen
85117,Eitensheim
36132,Eiterfeld
73037,Eitleshof
53783,Eitorf
85462,Eitting
38274,Elbe
57580,Elben
79692,Elbenschwand
65627,Elbtal
76477,Elchesheim-Illingen
89275,Elchingen
29351,Eldingen
99759,Elende
97725,Elfershausen
98716,Elgersburg
25845,Elisabeth-Sophien-Koog
57578,Elkenroth
99334,Elleben
08236,Ellefeld
73488,Ellenberg
56242,Ellenhausen
56821,Ellenz-Poltersdorf
25479,Ellerau
25373,Ellerhoop
55497,Ellern
67158,Ellerstadt
86679,Ellgau
74248,Ellhofen
91792,Ellingen
24870,Ellingstedt
99755,Ellrich
73485,Ellrichsbronn
73479,Ellwangen
89352,Ellzee
23869,Elmenhorst
18107,Elmenhorst/Lichtenhagen
25335,Elmshorn
25336,Elmshorn
25337,Elmshorn
67471,Elmstein
50189,Elsdorf
24800,Elsdorf-Westermühlen
84094,Elsendorf
63820,Elsenfeld
26931,Elsfleth
25361,Elskop
14627,Elstal
06918,Elster
04523,Elstertrebnitz
04910,Elsterwerda
09481,Elterlein
97483,Eltmann
65343,Eltville
65344,Eltville
65345,Eltville
65346,Eltville
65347,Eltville
65604,Elz
31008,Elze
74834,Elztal
21409,Embsen
24819,Embühren
26721,Emden
26723,Emden
26725,Emden
89607,Emerkingen
86494,Emersacker
88430,Emishalden
49824,Emlichheim
25924,Emmelsbüll-Horsbüll
79312,Emmendingen
29579,Emmendorf
46446,Emmerich
82275,Emmering
83550,Emmering
31860,Emmerthal
84547,Emmerting
78576,Emmingen-Liptingen
72186,Empfingen
48488,Emsbüren
48282,Emsdetten
91448,Emskirchen
27321,Emtinghausen
95517,Emtmannsberg
79346,Endingen
48465,Engden
99898,Engelsbach
84549,Engelsberg
75331,Engelsbrand
21710,Engelschoff
51766,Engelskirchen
91238,Engelthal
78234,Engen
32130,Enger
72829,Engstingen
72800,Eningen
58256,Ennepetal
59320,Ennigerloh
66806,Ensdorf
92266,Ensdorf
59469,Ense
57647,Enspel
85307,Entrischenbrunn
75337,Enzklösterle
74925,Epfenbach
78736,Epfendorf
66571,Eppelborn
69214,Eppelheim
56759,Eppenberg
66957,Eppenbrunn
09575,Eppendorf
94536,Eppenschlag
64859,Eppertshausen
75031,Eppingen
87745,Eppishausen
65817,Eppstein
64711,Erbach
89155,Erbach
92681,Erbendorf
85435,Erding
71729,Erdmannhausen
85253,Erdweg
86922,Eresing
24803,Erfde
25868,Erfderdamm
50374,Erftstadt
99084,Erfurt
99085,Erfurt
99086,Erfurt
99087,Erfurt
99089,Erfurt
99091,Erfurt
99092,Erfurt
99094,Erfurt
99096,Erfurt
99097,Erfurt
99098,Erfurt
99099,Erfurt
91465,Ergersheim
84061,Ergoldsbach
84513,Erharting
94140,Ering
88097,Eriskirch
41812,Erkelenz
73268,Erkenbrechtsweiler
87746,Erkheim
40699,Erkrath
08349,Erlabrunn
97250,Erlabrunn
91469,Erlachskirchen
91052,Erlangen
91054,Erlangen
91056,Erlangen
91058,Erlangen
08265,Erlbach
84567,Erlbach
09385,Erlbach-Kirchberg
63906,Erlenbach
74235,Erlenbach
97837,Erlenbach
67468,Erlenbacher Forsthaus
97840,Erlenfurt
88416,Erlenmoos
63526,Erlensee
74391,Erligheim
96126,Ermershausen
06463,Ermsleben
57339,Erndtebrück
85119,Ernsgaden
99894,Ernstroda
98724,Ernstthal
88453,Erolzheim
53579,Erpel
67167,Erpolzheim
57635,Ersfeld
88521,Ertingen
59597,Erwitte
67685,Erzenhausen
64390,Erzhausen
54585,Esch
63863,Eschau
79427,Eschbach
65760,Eschborn
78664,Eschbronn
49828,Esche
29348,Eschede
74927,Eschelbronn
73107,Eschenbach
92676,Eschenbach
35713,Eschenburg
82438,Eschenlohe
96523,Eschenthal
93458,Eschlkam
37269,Eschwege
52249,Eschweiler
73349,Eselhöfe
26427,Esens
24402,Esgrus
92693,Eslarn
59889,Eslohe
32339,Espelkamp
34314,Espenau
04579,Espenhain
97839,Esselbach
45127,Essen
45128,Essen
45130,Essen
45131,Essen
45133,Essen
45134,Essen
45136,Essen
45138,Essen
45139,Essen
45141,Essen
45143,Essen
45144,Essen
45145,Essen
45147,Essen
45149,Essen
45219,Essen
45239,Essen
45257,Essen
45259,Essen
45276,Essen
45277,Essen
45279,Essen
45289,Essen
45307,Essen
45309,Essen
